Cluster,Customer_Persona,PC1,PC2,PC3,Recency,Frequency,Total_Spent,Avg_Price_Paid,Total_Items_Bought,Avg_Items_In_Cart
3,The Bulk Value Shoppers,1.5544518821465019,0.3972787269248463,-2.721325259765139,889,1,1120.0,224.0,5,9.0
3,The Bulk Value Shoppers,-0.1809451764378704,1.5198501611803092,-1.1300821830883119,294,1,440.19,146.73,3,8.0
3,The Bulk Value Shoppers,0.20598917508952416,1.4384332618832303,0.7326231296429458,870,1,885.32,221.33,4,5.0
1,The Premium High-Rollers,2.073603718673366,0.3629614481061666,-0.5331432219164839,438,1,2156.8,539.2,4,8.0
0,The Minimalist One-Timers,-1.3609032075366396,-0.9401043280656557,-0.16764856906296155,711,1,441.8,220.9,2,4.0
0,The Minimalist One-Timers,-0.21070054079565953,-1.4858384977359935,0.5700879546756011,19,1,1069.34,534.67,2,7.0
3,The Bulk Value Shoppers,0.16896177915584623,0.2494339742802361,-2.3557479385173945,898,1,581.64,145.41,4,7.0
0,The Minimalist One-Timers,-1.5570213365018168,0.8671737608450012,-1.2663889452578823,821,1,183.18,183.18,1,6.0
3,The Bulk Value Shoppers,1.8956978879074555,3.222403565162861,0.9930753897672172,193,2,1097.81,256.78,5,4.0
1,The Premium High-Rollers,1.1733976200701421,0.3166821108939883,-0.24105802219978326,464,1,1654.96,413.74,4,7.0
2,The Fresh Prospects,-2.6542862351841467,2.4722373898938823,1.553428580035196,719,1,17.24,17.24,1,2.0
0,The Minimalist One-Timers,-1.5863164975346866,-1.8007513286040915,1.0559857973745066,59,1,675.57,675.57,1,1.0
3,The Bulk Value Shoppers,0.7168991305275719,1.5294901173134365,-0.4511163350092475,427,1,426.1,85.22,5,7.0
3,The Bulk Value Shoppers,0.14786933282983208,1.922397455561089,-1.3316405498764587,683,1,190.55,38.11,5,6.0
1,The Premium High-Rollers,0.8549922768327943,-1.7758795345338458,0.42333511557768505,497,1,1422.42,474.14,3,8.0
2,The Fresh Prospects,-0.19454648640774924,1.6447133438835442,2.361437312720271,101,1,580.2,145.05,4,6.0
0,The Minimalist One-Timers,-1.1947332620175797,-0.7692567063166215,-0.2871146437196462,583,1,381.02,381.02,1,6.0
1,The Premium High-Rollers,3.4114199291159197,1.048822738156702,-0.18034066282614888,160,1,3097.6,619.52,5,9.0
0,The Minimalist One-Timers,-0.5959430818203721,-0.8095270726335773,0.5290733678252729,806,1,912.45,304.15,3,3.0
1,The Premium High-Rollers,1.7847785270107699,-1.9560447569835333,-0.6625592560227804,678,1,2161.64,540.41,4,6.0
0,The Minimalist One-Timers,-1.553235217839832,0.29362263102802005,0.20320598959141492,189,1,525.43,525.43,1,2.0
0,The Minimalist One-Timers,-2.319407962946763,0.6156347053055596,0.14004774235270248,193,1,245.89,245.89,1,3.0
2,The Fresh Prospects,-1.148963333756797,-0.3545434414867305,2.390732064669919,94,1,630.82,630.82,1,5.0
3,The Bulk Value Shoppers,-1.2672069613456753,1.8368257670863604,-0.9944482919544759,7,1,399.4,199.7,2,4.0
3,The Bulk Value Shoppers,-0.7350992479966143,2.0477940405197566,-0.8329707804997261,265,1,628.44,209.48,3,4.0
0,The Minimalist One-Timers,-0.7818960110340336,-1.123815357065676,0.4868585382902657,461,1,679.65,679.65,1,6.0
0,The Minimalist One-Timers,-1.2553541712042502,0.6466098899956142,0.3114098955719045,103,1,600.54,600.54,1,4.0
1,The Premium High-Rollers,0.28154469665642895,-0.6266623932600461,-0.3696229667508831,21,1,857.4,214.35,4,7.0
1,The Premium High-Rollers,0.8606106810569256,-0.40782038545145033,-1.0597798560007674,145,1,949.72,237.43,4,8.0
0,The Minimalist One-Timers,-0.037473448694270765,-1.4150495243146202,-1.0001303464100055,673,1,1390.17,463.39,3,3.0
0,The Minimalist One-Timers,-1.0497675414006236,-1.5431201380210093,0.2958354363444489,241,1,188.31,62.77,3,6.0
1,The Premium High-Rollers,3.5042524937907333,-1.7745774454512173,0.6671068810853077,826,1,3353.75,670.75,5,8.0
3,The Bulk Value Shoppers,-1.20427987591714,2.414992051490239,-0.8842245123755926,665,1,320.0,160.0,2,4.0
3,The Bulk Value Shoppers,0.15306788533859536,-0.11697846981681216,-1.459031694816143,814,1,258.96,64.74,4,8.0
2,The Fresh Prospects,0.9728691416062168,0.38941812287619565,2.194384849434747,340,1,1259.04,314.76,4,8.0
2,The Fresh Prospects,0.09320632928891234,0.836740845157178,2.0681627408118715,542,1,1278.36,426.12,3,5.0
2,The Fresh Prospects,-1.6940884756463155,0.8841791079494261,1.8066737828240536,205,1,386.03,386.03,1,4.0
1,The Premium High-Rollers,0.5529510870851148,-0.5045618266162256,0.3642759618696972,705,1,641.96,160.49,4,8.0
1,The Premium High-Rollers,2.4867012384033207,-1.3630970859272695,-0.2845789515453792,125,1,2276.65,455.33,5,8.0
1,The Premium High-Rollers,1.012455011793825,-1.4563464770288665,-0.11929820128317253,789,1,1733.8,433.45,4,4.0
0,The Minimalist One-Timers,-1.4258307631565772,-0.6887030633781597,-0.7532481488624223,706,1,359.99,359.99,1,5.0
0,The Minimalist One-Timers,-2.5635243777442964,-0.34214471018938325,-0.6039035161822995,506,1,317.25,317.25,1,1.0
0,The Minimalist One-Timers,-1.4577214063970303,-2.3658377577117675,-0.697755877546499,232,1,522.08,522.08,1,5.0
2,The Fresh Prospects,-1.7528729104322474,-0.2346341328387012,1.8556093184334492,243,1,461.9,230.95,2,3.0
3,The Bulk Value Shoppers,-1.3191913941514486,1.6907381996462447,0.48532139326244056,78,1,518.39,518.39,1,4.0
0,The Minimalist One-Timers,-1.7485949962185594,0.5064672948419403,-0.2488244077767971,640,1,479.76,479.76,1,1.0
1,The Premium High-Rollers,1.093936748143198,-0.9415580893188842,-1.249314277701152,861,1,1210.6,302.65,4,8.0
0,The Minimalist One-Timers,-1.2042684759637416,0.7956238755824394,-0.3753909672243304,622,1,185.74,92.87,2,5.0
0,The Minimalist One-Timers,-1.8194795690372423,-0.037313190098528216,-1.2016302269175754,845,1,140.68,70.34,2,3.0
3,The Bulk Value Shoppers,1.2527608445347422,1.1757051045796876,-0.7025437724860141,577,1,1766.22,588.74,3,8.0
3,The Bulk Value Shoppers,1.1857404756794168,0.8458394346746961,-0.37473286000614503,227,1,635.9,127.18,5,9.0
2,The Fresh Prospects,1.2833543705978758,-0.5427489766822154,2.2300817334810183,248,1,2332.08,583.02,4,4.0
1,The Premium High-Rollers,0.5468146040062678,-2.1321607362239505,0.5811533048481474,816,1,1618.38,539.46,3,4.0
3,The Bulk Value Shoppers,0.38195002329268696,1.104938803464322,-1.1533175863257248,470,1,887.84,221.96,4,7.0
0,The Minimalist One-Timers,-1.3774940493499963,-0.8715947606925828,-0.3424373091501876,58,1,929.84,464.92,2,2.0
0,The Minimalist One-Timers,-1.5277302694459727,-2.963016458778435,1.0502808041188585,224,1,605.28,605.28,1,3.0
0,The Minimalist One-Timers,0.02757301791147056,-1.8724450255745602,0.21281833856856872,27,1,1299.99,433.33,3,4.0
1,The Premium High-Rollers,3.319271265457378,-1.1978713077326428,1.552448766520232,853,1,3370.2,674.04,5,7.0
0,The Minimalist One-Timers,-1.3046823564966397,-1.2325248254353143,-0.22244994005032367,16,1,840.58,420.29,2,3.0
3,The Bulk Value Shoppers,0.4609359814897562,-0.27185865765189476,-1.569505753750979,646,1,365.84,91.46,4,9.0
1,The Premium High-Rollers,2.2787777987662716,-1.4508067198811199,-1.0691368119963531,680,1,1822.1,364.42,5,10.0
1,The Premium High-Rollers,3.1236419184917437,-0.42109789740850806,-0.7813254974679341,827,1,2793.15,558.63,5,8.0
0,The Minimalist One-Timers,-0.8477278360144431,-0.22082105171574087,-1.6462511088155587,386,1,616.1,616.1,1,6.0
1,The Premium High-Rollers,3.240531749458404,0.32385962349422065,-0.08081694012376864,749,1,2573.0,514.6,5,10.0
0,The Minimalist One-Timers,0.023287689427980967,-1.4610969699117222,-0.975679354529265,671,1,1443.3,481.1,3,3.0
3,The Bulk Value Shoppers,1.5903930077689314,1.7616545658685057,-0.2944747450482635,892,1,1575.2,393.8,4,7.0
1,The Premium High-Rollers,0.771817240526033,-2.259041573536199,-0.9317895575223694,452,1,1767.9,589.3,3,6.0
1,The Premium High-Rollers,0.7913454420296926,-2.1350574271964264,0.5359354693010957,126,1,1352.94,450.98,3,8.0
0,The Minimalist One-Timers,-1.4641694620609136,0.9464428327475111,-2.3151369422597767,849,1,442.17,147.39,3,3.0
3,The Bulk Value Shoppers,-0.44662306912909466,0.8217369348087308,0.36468948040553845,73,1,646.44,323.22,2,7.0
3,The Bulk Value Shoppers,-0.03448176763094827,1.4506196601762225,-1.034806220092526,554,1,351.16,87.79,4,6.0
1,The Premium High-Rollers,0.6150092836372796,0.12069783135266338,0.8022103072954098,559,1,1204.68,301.17,4,6.0
0,The Minimalist One-Timers,-2.0304141798166198,-2.0842753689990654,1.2763956627691222,25,1,440.34,440.34,1,2.0
1,The Premium High-Rollers,1.3809560006916828,-2.172547685509294,-0.2550186653706688,190,1,2357.76,589.44,4,5.0
1,The Premium High-Rollers,1.7897661305225139,-2.3540465677992053,0.44295040271737424,283,1,2673.44,668.36,4,5.0
0,The Minimalist One-Timers,-1.23876217859655,-0.6173769170595143,-0.7533135965195292,395,1,596.24,596.24,1,4.0
0,The Minimalist One-Timers,-1.6764685636748553,-0.3210848072489173,-0.9801579291568588,656,1,332.09,332.09,1,5.0
2,The Fresh Prospects,-0.7008762224258811,1.1203793636659298,2.276197003849333,179,1,1176.6,588.3,2,2.0
0,The Minimalist One-Timers,-1.5796760555973308,-1.7587217902639936,-0.4336089889498268,35,1,438.34,438.34,1,5.0
1,The Premium High-Rollers,2.5302319148794052,-1.4128631364136082,-0.1702428714602963,481,1,2372.88,593.22,4,8.0
2,The Fresh Prospects,0.15732096674561777,-1.1725402267054692,1.9838691757935651,483,1,1325.06,662.53,2,5.0
2,The Fresh Prospects,-1.4983184755520604,1.468488768994616,1.203685152234071,560,1,177.46,88.73,2,5.0
3,The Bulk Value Shoppers,0.8492681404921577,0.44602237630818536,0.449362437525763,573,1,1834.35,611.45,3,4.0
2,The Fresh Prospects,0.5977152592039258,-0.7310385571373843,2.1112079271769524,201,1,1616.22,538.74,3,6.0
3,The Bulk Value Shoppers,1.2330920632422684,1.3740260245113811,-0.631001017321361,549,1,1343.9,268.78,5,7.0
2,The Fresh Prospects,-1.6926216170963397,0.40321322755814626,0.8562626814176834,287,1,571.9,571.9,1,1.0
0,The Minimalist One-Timers,-2.2257970684947344,-1.4485418927951794,0.6782807539459447,188,1,370.85,370.85,1,2.0
1,The Premium High-Rollers,1.4834701605008895,-0.934669691150049,-0.24646447115797074,383,1,2077.32,692.44,3,8.0
3,The Bulk Value Shoppers,-0.8097680915326845,1.296418461130025,-0.2677006486735815,685,1,296.44,148.22,2,7.0
1,The Premium High-Rollers,2.897419255062253,-2.6547384257750806,-0.032756279180009756,712,1,2763.12,690.78,4,9.0
0,The Minimalist One-Timers,-2.4006782863267317,-1.8448947907906998,-0.4662506141110616,107,1,479.56,479.56,1,1.0
1,The Premium High-Rollers,0.9080658007416924,-1.6627821421045033,0.2293355982771911,500,1,2011.96,502.99,4,4.0
0,The Minimalist One-Timers,-0.6523326190727066,-1.8673873711468179,-0.6910428177837826,447,1,935.82,467.91,2,5.0
1,The Premium High-Rollers,1.6173004553076542,-0.4439212829377506,-0.7240191479886166,773,1,1777.76,444.44,4,8.0
0,The Minimalist One-Timers,-1.25046888749898,-0.6914026075911742,-0.1257469876068493,556,1,572.13,572.13,1,4.0
1,The Premium High-Rollers,3.000500581644527,1.7131912181572324,2.179711028046009,776,1,3078.35,615.67,5,6.0
1,The Premium High-Rollers,2.1652371768861425,-0.1209251419134388,-1.7053704921972521,42,1,2441.75,488.35,5,9.0
0,The Minimalist One-Timers,0.07003009151008806,-2.515803175714086,-0.12178349365888955,713,1,1288.1,644.05,2,5.0
3,The Bulk Value Shoppers,1.995504037027504,1.4635010834328492,0.5383902292569591,750,1,1740.48,435.12,4,9.0
0,The Minimalist One-Timers,-0.969126650513026,-0.572811387163346,0.6158342438557599,347,1,694.5,694.5,1,3.0
0,The Minimalist One-Timers,-1.7119888607753857,-0.2258661771605199,-0.7505961666460451,375,1,107.04,107.04,1,6.0
0,The Minimalist One-Timers,-1.2774526130710357,0.7921786392740077,-0.21662275292236338,745,1,335.1,335.1,1,6.0
1,The Premium High-Rollers,2.3468727116136523,-1.8183062661938152,0.022135357313365276,870,1,2235.6,558.9,4,9.0
3,The Bulk Value Shoppers,0.09242397589294969,0.21652764701793936,-0.14749221978586333,449,1,1350.2,675.1,2,4.0
2,The Fresh Prospects,-0.12752001172815045,1.6539475726187642,1.915268641297243,45,2,647.77,243.39499999999998,3,2.0
0,The Minimalist One-Timers,-0.9883892204292208,-2.235914440189564,-0.9312520707228601,873,1,590.87,590.87,1,6.0
0,The Minimalist One-Timers,-2.345653637150972,-0.28419824348097417,0.4413204614257361,416,1,222.73,222.73,1,4.0
1,The Premium High-Rollers,1.3947895026334967,0.09695170029533291,1.223556929867997,639,1,1700.72,425.18,4,8.0
0,The Minimalist One-Timers,-1.9684312406033115,1.2102380515073055,-0.15147046924236604,557,1,298.06,298.06,1,3.0
2,The Fresh Prospects,-0.03598345703792175,0.6010603124051098,0.8582639738640899,481,1,297.75,59.55,5,6.0
0,The Minimalist One-Timers,-1.6678290884970275,0.6788513511452686,-1.3784110041831186,284,1,250.46,125.23,2,3.0
0,The Minimalist One-Timers,-1.480383031841944,1.2787302676954848,-0.8427633729414525,839,1,265.2,132.6,2,4.0
0,The Minimalist One-Timers,-1.3418504724273825,0.09754708553252107,-0.04313002909028765,645,1,672.89,672.89,1,1.0
1,The Premium High-Rollers,2.6674035028783707,0.7651867462114689,1.6164608659874011,680,1,2178.3,435.66,5,9.0
3,The Bulk Value Shoppers,0.8686478149045334,1.5362996741923372,0.17001485570133637,729,1,604.8,151.2,4,9.0
0,The Minimalist One-Timers,-0.9244425693491043,-1.1233058807856142,-0.6605971954094958,892,1,529.19,529.19,1,5.0
1,The Premium High-Rollers,1.559763384915383,0.06800395265816567,-0.24096677322464868,550,1,1901.91,633.97,3,7.0
1,The Premium High-Rollers,2.8612693423380002,0.5032583179417458,0.1319797387537017,292,1,2771.64,692.91,4,9.0
2,The Fresh Prospects,-2.212256544468955,0.9871560478585243,2.1623081662460897,51,1,195.86,195.86,1,3.0
3,The Bulk Value Shoppers,-0.44292566014108165,1.2090341568909904,-1.400070709946822,441,1,472.2,157.4,3,7.0
2,The Fresh Prospects,-2.7027758283966676,-1.1097885813246726,1.91102708774904,91,1,252.68,252.68,1,1.0
0,The Minimalist One-Timers,-1.819808718043846,1.2877711554095583,-2.0177322848637793,706,1,87.34,43.67,2,4.0
3,The Bulk Value Shoppers,-1.2735226188086333,1.4180489986310627,0.073137442093291,410,1,331.06,331.06,1,5.0
1,The Premium High-Rollers,2.1270924043932813,-0.6708187975179254,-1.4845379575290445,311,1,2780.4,695.1,4,8.0
1,The Premium High-Rollers,0.5629523734727528,-1.7903604389861787,-0.4454854415576634,623,1,1633.44,408.36,4,4.0
0,The Minimalist One-Timers,-0.9015538223636799,-1.961627644158131,-0.26883135518549334,761,1,553.56,553.56,1,5.0
3,The Bulk Value Shoppers,0.8888160303009801,1.1226450027601682,0.2726093483813023,96,1,1358.45,271.69,5,7.0
0,The Minimalist One-Timers,-2.3154904893750134,-1.0666934250028983,-0.4049794554056345,795,1,127.55,127.55,1,3.0
0,The Minimalist One-Timers,-1.8335524698401708,1.6029565148721097,-0.9768349691983689,774,1,120.98,120.98,1,6.0
0,The Minimalist One-Timers,-2.0133736660208688,-1.0463720780995607,-0.21382506876723087,273,1,576.35,576.35,1,1.0
3,The Bulk Value Shoppers,1.1160963105704163,1.2795825207704092,0.8313902530374916,786,1,937.8,234.45,4,9.0
0,The Minimalist One-Timers,-1.1515817307334826,0.01846230309943799,-0.39813270134441814,631,1,322.08,107.36,3,5.0
0,The Minimalist One-Timers,-0.39487645974400215,-0.8516772812778192,0.2998813419966364,247,1,1284.08,642.04,2,4.0
0,The Minimalist One-Timers,-0.9707282565916228,0.008308608638582063,-1.0484841024055975,134,1,646.9,323.45,2,5.0
3,The Bulk Value Shoppers,0.09289479976349344,0.39350813275400187,-2.083535872465815,474,1,1079.19,359.73,3,7.0
1,The Premium High-Rollers,2.942513742164883,-2.5134550604459047,0.39551760517246737,571,1,2506.3,501.26,5,10.0
0,The Minimalist One-Timers,-1.1123236393636349,-0.761545752679749,-0.316153221979115,361,1,719.72,359.86,2,4.0
0,The Minimalist One-Timers,-1.3011833124699832,-0.19078337732537184,-0.7152834839474312,603,1,57.1,28.55,2,7.0
2,The Fresh Prospects,-1.6053970504705979,2.1048400786207835,1.8072923733457722,343,1,260.26,260.26,1,5.0
3,The Bulk Value Shoppers,-0.1477409794631933,1.6016877847460078,-0.42763602090029973,787,1,299.7,99.9,3,8.0
2,The Fresh Prospects,-1.9220533592285611,0.22982667925414715,1.5050195179613295,0,1,126.42,63.21,2,4.0
0,The Minimalist One-Timers,-1.3266986086747306,0.4205421287625352,0.4603832770180232,766,1,629.21,629.21,1,2.0
3,The Bulk Value Shoppers,0.360098992426658,0.06548504604322297,-0.7288268776177732,640,1,1054.48,263.62,4,5.0
0,The Minimalist One-Timers,-0.3839880109545589,-1.8617534264645126,0.13579715609226997,599,1,688.36,344.18,2,7.0
3,The Bulk Value Shoppers,-1.0464958768910244,1.0979386088330665,0.32782995078048865,118,1,665.11,665.11,1,3.0
1,The Premium High-Rollers,3.6516617702932974,-0.25645987212790355,0.002594194417156709,766,1,3313.9,662.78,5,9.0
0,The Minimalist One-Timers,-2.041608317992101,-0.7865209441301033,0.08774177864480852,368,1,79.06,39.53,2,3.0
3,The Bulk Value Shoppers,0.13533065879276104,2.661396672770106,-1.253467385666143,737,1,454.35,90.87,5,5.0
0,The Minimalist One-Timers,-2.099329645070608,1.7281201050674586,0.07674570937025732,194,1,161.24,161.24,1,3.0
3,The Bulk Value Shoppers,0.8646095137448578,0.16777050673920835,-1.0079776421316862,152,1,658.5,131.7,5,8.0
0,The Minimalist One-Timers,-1.866204691365933,0.2905878339376858,-1.7439788051964804,565,1,211.14,105.57,2,5.0
3,The Bulk Value Shoppers,0.6339672931849076,1.575348405287643,-0.7703245832392362,889,1,984.2,196.84,5,5.0
1,The Premium High-Rollers,1.5600302830785893,-1.5307393578378585,-1.0215233445148935,851,1,1563.36,390.84,4,9.0
3,The Bulk Value Shoppers,-0.28266336036200457,0.7180932471192036,-0.9399765992558502,203,1,48.4,12.1,4,8.0
3,The Bulk Value Shoppers,1.3268820510349704,1.0061984162853503,-0.5148140723078272,100,1,1253.4,250.68,5,8.0
3,The Bulk Value Shoppers,-0.3641773189899259,0.7271535653893496,-0.1292186979235617,397,1,904.65,301.55,3,5.0
3,The Bulk Value Shoppers,0.5513557948722366,-0.11173812811449607,-0.9959688534741483,697,1,666.95,133.39,5,6.0
3,The Bulk Value Shoppers,1.3830587855965908,1.0978185603653339,-0.4348396956372774,531,1,1709.8,341.96,5,6.0
2,The Fresh Prospects,-1.168743618486313,2.033986276733348,1.137145024471298,827,1,144.78,72.39,2,7.0
0,The Minimalist One-Timers,-0.4989882785330916,-0.22515759842111108,-0.7558969586305334,110,1,856.18,428.09,2,6.0
2,The Fresh Prospects,-0.3651456156815391,-0.06753705595259724,1.734437718463272,381,1,972.7,486.35,2,6.0
3,The Bulk Value Shoppers,0.8911297954689962,2.4375632583565428,-1.2436487500007052,362,1,625.1,125.02,5,9.0
2,The Fresh Prospects,-0.8531917243252525,-0.7163760805000545,2.056993841071648,802,1,618.68,618.68,1,6.0
